제목,URL,본문,댓글개수
생명 41 2에요..?,https://cafe.naver.com/f-e/cafes/10197921/articles/28956424?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=19,6모처럼 1컷 42일 가능성은 없나요..6모보단 쉬웠긴한데 41이 3일 정도인 시험은 아닌것 같은데ㅜ탐구에 불 질러놨네여ㅜ,6
지구런데 지구 문제 물어보는 글 아무것도 없어서 개무서움,https://cafe.naver.com/f-e/cafes/10197921/articles/28956405?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,진짜 사탐런 개많이 갔나보다...ㄷㄷㄷㄷ이번에 지구 1컷 40또는 그 이하 찍을 거 같은데 카페에 글이 거의 없음;;;;​​지1 잣댓다~~~~~,6
9모 이정도면 한의대됄가요,https://cafe.naver.com/f-e/cafes/10197921/articles/28956396?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,언매ㅡ 88점미적 92점영어 1생1 50지1 41,6
화작 93 1컷 불가능?,https://cafe.naver.com/f-e/cafes/10197921/articles/28956356?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,ㅠㅠㅠㅠ,6
고2 국어 모고 성적 제자리3,https://cafe.naver.com/f-e/cafes/10197921/articles/28956345?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,고1 3모 때 1등급 한 번 받고 6모 때 2로 떨어지더니 2학기에 3떨어지고 나거 지금까지 76-79만 왔다갔다해요​국어공부 안한 것도 아니고 애정있는과목이라 방학동안 진짜 꾸준히하고 학기중에도 아침마다 독서 푸는데..​전에 강기본 문학 들었고 이번 여름에 올오카 오리진 완강했습니다. 독학으로 범작가 국정원 독서도 했는데 도저히 오를 기미가 안보이네요​일단 독서 젤마지막에 푸는데 이 때 시간이 너무 부족하고 항상 실수해요근데 연습 때믄 항상 2-1정도 나와서ㅜㅠㅠㅜㅜㅠ 수능 때까지 제자리일까봐 너무 겁나요,0
물리 비역학파트 배기범 강의 추천해주세요.,https://cafe.naver.com/f-e/cafes/10197921/articles/28956340?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,이번 과탐 수능과목으로 물리를 선택했는데 역학파트는 채워진 것 같은데 비역학 파트를 종종 틀리네요. 개념을 한번 더 다지면서 문제풀이를 하고 싶은데 배기범쌤 강의 중에서 어떤 강의를 듵으면 좋을까요?강의가 많아서 선택하기가 힘드네요.수능이 얼마남지 않아서 마음이 급하네요.,0
기하 88점 화작 85점 각각 몇등급 뜰까요??,https://cafe.naver.com/f-e/cafes/10197921/articles/28956182?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,"예측좀 해주세요...,,",0
지구 가답안,https://cafe.naver.com/f-e/cafes/10197921/articles/28956051?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,지구 가답안 잇으신 분 있나요??,0
9모미적 난이도 어떤가요.,https://cafe.naver.com/f-e/cafes/10197921/articles/28955890?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,6모보다 어려웠을까요. 생명1은 역대급 맞나요,6
31333이면,https://cafe.naver.com/f-e/cafes/10197921/articles/28955886?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,어느정도 대학감?공대기준,0
생윤답공유합니다,https://cafe.naver.com/f-e/cafes/10197921/articles/28955827?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,https://m.blog.naver.com/PostView.naver?blogId=cucuzz&logNo=223993973638&navType=by,0
영어 난이도,https://cafe.naver.com/f-e/cafes/10197921/articles/28955745?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,아니 영어 나만 너무 어려웠나요???6모가 쉽긴했어도 난이도가 너무 높아진거 같은데...?,6
언매 74,https://cafe.naver.com/f-e/cafes/10197921/articles/28955696?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,3...나올까여???,6
고2영어9모 답지 계신가요..??,https://cafe.naver.com/f-e/cafes/10197921/articles/28955690?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,올려주실 분 있으신가요..,6
"9모 국어 67, 수학 73 몇등급일까요?",https://cafe.naver.com/f-e/cafes/10197921/articles/28955689?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,3등급 나오나요? ㅠㅠ,6
생윤 답 알려주새욤,https://cafe.naver.com/f-e/cafes/10197921/articles/28955681?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,ㅇㅇ,4
생명 막전위 지구 우주 뭡니까????,https://cafe.naver.com/f-e/cafes/10197921/articles/28955659?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,사탐런 하라는 소리죠? ㅋㅋㅋㅋ,6
이과죽이기실화에여?,https://cafe.naver.com/f-e/cafes/10197921/articles/28955655?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,저기요 이건 아니죠생지 이렇게낼거임?,6
국어는 문학부터 푸는사람 걍 죽이는건데,https://cafe.naver.com/f-e/cafes/10197921/articles/28955630?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,이게 맞나,6
한지만 잘하는 사람이 알려주는 한지 답,https://cafe.naver.com/f-e/cafes/10197921/articles/28955593?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,52142334551343124132​이겠죠 아마???,6
고3 9모 수학 확통,https://cafe.naver.com/f-e/cafes/10197921/articles/28955584?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,이번 9모 수학 확통봤는데 70점이면 3 나오나요?,0
고2 9모 영어,https://cafe.naver.com/f-e/cafes/10197921/articles/28955536?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,답 아시는 분 계신가요?,6
9모 초간단풀이 6모랑비슷하거나 조금 어려운정도 여하튼 무난한 시험인듯,https://cafe.naver.com/f-e/cafes/10197921/articles/28955489?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,,0
수2 정적분의 활용 문제,https://cafe.naver.com/f-e/cafes/10197921/articles/28955287?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,"이 문제에서 a=0, a=1, a=1/2 로 경우를 나누어 각 그래프를 t=0 부터 t=2까지 적분하여 최댓값을 구해야 한다고 합니다.​직접 전부 적분해보지 않고 직관적으로 최대값을 갖는 그래프를 구하는 방법이 있는지 알려주시면 감사하겠습니다.",0
무단조퇴,https://cafe.naver.com/f-e/cafes/10197921/articles/28955153?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,고2때부터 무단조퇴 하면 불이익 큰가요정시공부하는데 학교에서 하기가 너무 힘들어서,0
대성마이맥 정시배치표,https://cafe.naver.com/f-e/cafes/10197921/articles/28955128?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,대성마이맥 정시배치표 참고할만한가요? 제 생각보다 합격선을 너무 낮게 잡아주는 것 같아서요ㅠㅠㅠ,0
한완기 차이,https://cafe.naver.com/f-e/cafes/10197921/articles/28955015?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,한완기를 사려는데 이 두개 차이가 뭔가용??아 그리고 제가 김기현 파데 들으면서 한완기 풀려는데 괜찮나요?! (정시를 며칠 전 결정했는데 개념을 잘 몰라서 김기현 파데로 시작하려구요...)​+최근 게시물도 봐주시면 감사하겠습니다...🥺 ​,8
동아대 작업치료학과,https://cafe.naver.com/f-e/cafes/10197921/articles/28954739?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,동아대 작업치료학과 어떤가요?,6
가채점표 작성,https://cafe.naver.com/f-e/cafes/10197921/articles/28954064?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,가채점표 줄 긋는거 미리 해놔도 되는건가요? 꼬투리집힐 일 없겠죠..? 샤프로 쓰면 안되는거죠??스티커는 꼬투리 잡힐 수 있나요?,0
SK하이닉스 성과급 상한선 폐지,https://cafe.naver.com/f-e/cafes/10197921/articles/28953917?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,이건 이익이 엄청나면 무한대로지급하겠다는거네요 ㅎㅎ말 그대로 파격적인 갓닉스ㄷㄷ ​,6
2합 8 최저준비,https://cafe.naver.com/f-e/cafes/10197921/articles/28953692?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,수학 포함 2합 8 최저준비해야하는데 지금은 수학 영어 지구 생윤 하고있어요 어려운 최저두아니고 4개까지해야할까요 지구버릴까말까용,6
기하 문제집 추천,https://cafe.naver.com/f-e/cafes/10197921/articles/28953613?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,이번 수능 선택으로 기하를 선택했는데아직 좀 많이 부족한거 같아서 3점 문제 정도의 연습하기 좋은 기하 문제집 추천 부탁드립니다!,0
순위좀 매겨주세요 ㅜ.ㅡ,https://cafe.naver.com/f-e/cafes/10197921/articles/28953422?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,"모두 자동차,모빌리티 이런과로 정했습니다그나마 어느 곳이 나은 선택지인지. . . 조언 구해보아요​공주대상명대(천안)순천향대성결대한국교통대(충주)선문대평택대호서대​",6
입시선배들의조언부탁드려요(학부모입니다),https://cafe.naver.com/f-e/cafes/10197921/articles/28953414?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,총내신3.6이구요 1학년부터 생기부는 기계공학으로 작성되어있고 일반고치고는 잘 준비되어있다고 얘기하네요 일반고니 한계는있다고들하더라구요수시원서 도움받을때가없어 올려봅니다부경대 해양공학 교과 지역인재1장씩경북대 기계공학 학종부산대 바이오산업기계공학 교과 학종1장씩충남대 자율운항시스템공학 일반면정형이렇게6장인데 충남빼고는 다 최저있어요다 상향인가요?내일 9모치고 다시 보긴할꺼예요​,6
일반고 서성한 학종,https://cafe.naver.com/f-e/cafes/10197921/articles/28953320?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,그나마 가능성 높은 데는 어디일까요? 공대 지망합니다,0
수2 정적분의 활용 문제,https://cafe.naver.com/f-e/cafes/10197921/articles/28953219?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,이 문제를 필기한 대로 풀었더니 선택지에도 없는 9라는 값이 나왔습니다.​어디서 잘못 계산된 것인지 알려주시면 감사하겠습니다.,6
명지대 vs 충북대,https://cafe.naver.com/f-e/cafes/10197921/articles/28953153?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,둘다 교과전형인데 명지대는 면접30%이고요 충북대는 2합8입니다.(최저 가능) 어느 대학이 더 좋나요?? 둘다 5지망으로 쓸생각입니다,6
명지대 vs 충북대,https://cafe.naver.com/f-e/cafes/10197921/articles/28953151?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,둘다 교과전형인데 명지대는 면접30%이고요 충북대는 2합8입니다.(최저 가능) 어느 대학이 더 좋나요?? 둘다 5지망으로 쓸생각입니다,6
배성민 드리블 들어보신분,https://cafe.naver.com/f-e/cafes/10197921/articles/28953050?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,미적 27번부터 막힐때 들을만한거 맞나요? 27부터 막히는게 다 개념이라고 하는데...개념 시발점.킥오프등 들어봤지만 안풀려요..드리블 안어렵고 좋나요?,0
9모때 22112,https://cafe.naver.com/f-e/cafes/10197921/articles/28952866?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,​내신 2.0이고 환공 지망하는 일반고 현역입니다 모고가 계속22222뜨다가 요새 공부 하니까 22112나 12113정도가 뜨더라구요 ​화작미적세지지구​​다 낮2나 낮1이라고 가정하고 9모가 이정도라면 정시로 어디갈 수 있나요?이거에 따라서 수시카드가 바뀔거같아 말씀드립니다,0
뉴런 미적분,https://cafe.naver.com/f-e/cafes/10197921/articles/28952787?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,"2024학년도 6모기준공통 1틀(22번)미적 4틀(26,27,29,30번)​인데 지금 뉴런 미적 시작해도될까요?ㅜㅜ현역이라 하루 공부시간이 많지는 않습니다…",6
강K 지구1 1회분 답지 구합니다ㅠ,https://cafe.naver.com/f-e/cafes/10197921/articles/28952687?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,강K 지1 답안지를 잃어버렸습니다.​답안지 구해요ㅠ,0
학교라인,https://cafe.naver.com/f-e/cafes/10197921/articles/28952464?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,화작4미적2영어3사문3지구3​정도면 어느라인까지 가능한가요?​,0
수리논술 난이도,https://cafe.naver.com/f-e/cafes/10197921/articles/28952337?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,과기대랑 이대중에 어느학교가 더 어렵나요??,6
인서울 대학 모음,https://cafe.naver.com/f-e/cafes/10197921/articles/28952245?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,"​​​https://senbeu.com/bbs/board.php?bo_table=study&wr_id=3 인서울 대학 모음 > 스터디 | 센브 커뮤니티 - Senbeu community ~!! #주식, #코인, #부동산, #게임, #뉴스 등등 다양한 주제들을 담고 있는 포털 사이트 Welcome to 'senbeu' community website ~!! #bitcoin #society #economy #stock #real estate senbeu.com ​",8
지구과학1 질문있습니다!!,https://cafe.naver.com/f-e/cafes/10197921/articles/28952240?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,(나)가 엘니뇨 시기인 이유가 뭔가요 ㅠㅠ,6
SK하이닉스 성과급 1억원 실화인가요,https://cafe.naver.com/f-e/cafes/10197921/articles/28952175?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,하이닉스 계약학과 대박이네요. ​,6
생명 지금부터 수능까지,https://cafe.naver.com/f-e/cafes/10197921/articles/28952145?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,어떤 커리가 젤 나을까요? 개념은 돼있어요,0
생명과학 보험용으로 하는 사람고민좀 들어주세요 ㅠㅠㅠ,https://cafe.naver.com/f-e/cafes/10197921/articles/28952005?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=20,현재 아직도 생명과학 가계도 상크스를 못끝냈고 그걸 하느라 앞의 막전위 근수축등 유형 감도 많이 떨어졌는데 남은 기간동안 유전을 그냥 버리고 앞부분만 다 맞는 전략으로 해야할까요?? 제가 국영구 기본으로 맞추는데 혹시라도 국어나 영어가 망할까봐 생명3등급만 맞자 하고 하고있어요,6
